,human_title,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
32,-0.6666666666666666,0.0,0.0,0.0,1.0,-1.0,0.6666666666666666
33,-1.0,0.0,-0.3333333333333333,0.0,0.0,1.0,0.3333333333333333
34,-0.6666666666666666,-0.3333333333333333,1.0,1.0,0.0,-1.0,0.0
35,0.3333333333333333,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0
36,-0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,1.0
37,1.0,0.0,-0.3333333333333333,0.0,-1.0,0.0,0.3333333333333333
38,-0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,-0.3333333333333333,-1.0,0.0
39,-1.0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666,0.3333333333333333
40,0.0,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.0
41,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-1.0,0.0,0.6666666666666666
42,0.6666666666666666,0.6666666666666666,-1.0,0.0,-0.3333333333333333,0.0,0.0
43,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,1.0,-0.6666666666666666,0.0
44,0.6666666666666666,0.3333333333333333,-1.0,1.0,-0.6666666666666666,0.0,-0.3333333333333333
45,-0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,-0.6666666666666666,0.0,-0.3333333333333333
46,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,-1.0,0.0
47,0.6666666666666666,-0.6666666666666666,-1.0,1.0,0.0,0.0,0.0
48,-0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,-1.0,0.6666666666666666
49,1.0,0.3333333333333333,-0.6666666666666666,0.0,-0.6666666666666666,-0.3333333333333333,0.3333333333333333
50,1.0,0.3333333333333333,0.0,-0.6666666666666666,-1.0,-0.3333333333333333,0.6666666666666666
51,1.0,0.0,-0.6666666666666666,0.0,-0.3333333333333333,0.0,0.0
52,0.3333333333333333,0.0,-1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
53,0.6666666666666666,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,-0.6666666666666666,0.3333333333333333
54,1.0,-0.3333333333333333,0.0,0.0,-0.6666666666666666,0.0,0.0
55,-0.3333333333333333,0.6666666666666666,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.0
56,0.0,0.6666666666666666,-0.6666666666666666,0.0,0.3333333333333333,-0.6666666666666666,0.3333333333333333
57,0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.3333333333333333
58,0.3333333333333333,0.0,-0.6666666666666666,-0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
59,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0,0.6666666666666666
60,-0.6,0.0,0.0,0.6,-0.2,1.0,-0.8
61,1.0,0.2,0.0,-0.6,-0.8,0.8,-0.6
62,-0.8,-0.8,0.8,-0.4,0.4,0.0,0.8
63,0.0,0.0,0.6,0.0,0.0,0.2,-0.8
64,0.2,0.0,0.0,0.0,-1.0,0.0,0.8
65,0.8,0.8,-0.2,-0.4,-0.8,0.0,-0.2
66,-0.2,-0.6,0.0,0.0,-0.6,0.4,1.0
67,0.2,-0.4,0.0,0.2,0.0,-0.6,0.6
68,-1.0,0.2,0.2,0.8,-0.2,0.0,0.0
69,-0.6,0.0,0.8,-0.2,-0.2,-0.2,0.4
70,0.6666666666666666,-0.6666666666666666,-0.3333333333333333,0.0,-0.6666666666666666,0.0,1.0
71,0.3333333333333333,-0.6666666666666666,-1.0,0.6666666666666666,0.0,0.6666666666666666,0.0
72,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,-0.6666666666666666
73,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666
74,-0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
75,1.0,0.6666666666666666,0.0,-0.3333333333333333,0.0,-0.6666666666666666,-0.6666666666666666
76,0.3333333333333333,-0.6666666666666666,-0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,1.0
77,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.0,1.0
78,0.0,0.0,-1.0,0.6666666666666666,-0.6666666666666666,0.0,1.0
79,0.6666666666666666,0.6666666666666666,-1.0,-0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333
80,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0
81,1.0,0.3333333333333333,-1.0,0.0,-1.0,0.0,0.6666666666666666
82,-1.0,0.0,-0.3333333333333333,1.0,0.0,-0.3333333333333333,0.6666666666666666
83,0.3333333333333333,-0.6666666666666666,-1.0,1.0,0.3333333333333333,0.0,0.0
84,-0.3333333333333333,0.6666666666666666,-1.0,0.6666666666666666,0.6666666666666666,-0.6666666666666666,0.0
85,0.0,0.0,-0.6666666666666666,1.0,0.0,0.6666666666666666,-1.0
86,1.0,-1.0,-1.0,0.0,0.3333333333333333,0.6666666666666666,0.0
87,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666
88,0.6666666666666666,-0.6666666666666666,-1.0,0.0,0.0,1.0,0.0
89,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,0.0,-0.6666666666666666,1.0
90,-0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,-1.0,-0.3333333333333333
91,0.3333333333333333,0.0,-1.0,0.6666666666666666,1.0,-0.3333333333333333,-0.6666666666666666
92,0.3333333333333333,0.3333333333333333,-1.0,0.0,0.3333333333333333,0.0,0.0
93,0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.0,0.0,-0.3333333333333333,0.0
94,0.0,-0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,-0.3333333333333333,-0.3333333333333333
95,0.3333333333333333,-0.6666666666666666,0.0,-0.3333333333333333,0.0,-0.3333333333333333,1.0
96,0.0,-0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
97,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,0.6666666666666666,1.0,0.0,-0.3333333333333333
98,0.3333333333333333,0.0,-1.0,1.0,-1.0,0.3333333333333333,0.3333333333333333
99,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,-0.3333333333333333,-1.0
100,0.6666666666666666,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333
101,0.6666666666666666,1.0,-1.0,0.3333333333333333,-0.6666666666666666,0.0,-0.3333333333333333
102,0.3333333333333333,-0.3333333333333333,-1.0,1.0,0.0,0.0,0.0
103,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-1.0
104,1.0,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,-1.0
105,0.6666666666666666,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0
106,1.0,-0.3333333333333333,-1.0,0.0,1.0,0.0,-0.6666666666666666
107,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,0.0,-0.3333333333333333
108,0.3333333333333333,0.0,-0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333
109,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0,-0.3333333333333333
110,-1.0,0.0,-0.6666666666666666,1.0,-0.3333333333333333,1.0,0.0
111,1.0,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.0
112,1.0,0.0,-0.3333333333333333,1.0,0.0,-1.0,-0.6666666666666666
113,1.0,-0.6666666666666666,0.0,0.6666666666666666,0.0,-0.3333333333333333,-0.6666666666666666
114,0.6666666666666666,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,-0.6666666666666666,1.0
115,-0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,-0.3333333333333333,0.3333333333333333
116,1.0,0.3333333333333333,-1.0,0.0,0.3333333333333333,-1.0,0.3333333333333333
117,1.0,0.6666666666666666,-0.6666666666666666,-0.3333333333333333,-1.0,0.0,0.3333333333333333
118,0.0,1.0,-0.6666666666666666,0.0,0.3333333333333333,-0.6666666666666666,0.0
119,1.0,-0.6666666666666666,-0.3333333333333333,1.0,-0.3333333333333333,-0.6666666666666666,0.0
120,1.0,0.0,-1.0,0.3333333333333333,0.0,0.0,-0.3333333333333333
121,0.3333333333333333,-0.6666666666666666,-1.0,0.6666666666666666,0.0,0.6666666666666666,0.0
122,1.0,0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666,-0.3333333333333333
123,1.0,-0.6666666666666666,0.0,1.0,0.0,-0.3333333333333333,-1.0
124,0.3333333333333333,0.0,-1.0,0.6666666666666666,-0.6666666666666666,0.6666666666666666,0.0
125,0.0,-1.0,0.0,1.0,-1.0,0.6666666666666666,0.3333333333333333
126,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,-1.0,0.0
127,1.0,0.6666666666666666,-0.6666666666666666,0.3333333333333333,-1.0,0.0,-0.3333333333333333
128,0.3333333333333333,0.0,-1.0,0.0,1.0,0.0,-0.3333333333333333
129,0.6666666666666666,0.3333333333333333,-1.0,0.0,0.0,0.3333333333333333,-0.3333333333333333
130,0.6666666666666666,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0
131,1.0,-0.6666666666666666,-0.6666666666666666,0.0,1.0,-0.6666666666666666,0.0
132,0.6666666666666666,0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.0,-1.0,0.3333333333333333
133,0.0,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,1.0,0.0
134,0.6666666666666666,0.6666666666666666,-1.0,-0.6666666666666666,0.0,0.3333333333333333,0.0
135,1.0,0.0,-0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,-0.6666666666666666
136,0.3333333333333333,1.0,-1.0,0.0,0.6666666666666666,0.0,-1.0
137,1.0,0.3333333333333333,-1.0,0.0,0.3333333333333333,-0.6666666666666666,0.0
138,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0,0.0,-0.6666666666666666,0.0
139,-1.0,0.6666666666666666,-1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666
