,human_title,bart_base,bart_cnn,bart_xsum,t5_small,gpt2,pegasus_xsum
43,-0.333,0.333,-0.333,0.0,1.0,-0.667,0.0
44,0.667,0.333,-1.0,1.0,-0.667,0.0,-0.333
45,-0.333,0.667,0.0,0.667,-0.667,0.0,-0.333
46,0.333,0.0,0.0,0.0,0.667,-1.0,0.0
47,0.667,-0.667,-1.0,1.0,0.0,0.0,0.0
48,-0.333,0.667,0.0,0.333,-0.333,-1.0,0.667
49,1.0,0.333,-0.667,0.0,-0.667,-0.333,0.333
50,1.0,0.333,0.0,-0.667,-1.0,-0.333,0.667
51,1.0,0.0,-0.667,0.0,-0.333,0.0,0.0
52,0.333,0.0,-1.0,0.0,0.333,0.0,0.333
53,0.667,0.333,-0.333,-0.333,0.0,-0.667,0.333
54,1.0,-0.333,0.0,0.0,-0.667,0.0,0.0
55,-0.333,0.667,-1.0,0.333,0.0,0.333,0.0
56,0.0,0.667,-0.667,0.0,0.333,-0.667,0.333
57,0.333,-0.667,0.333,0.0,-0.333,0.0,0.333
58,0.333,0.0,-0.667,-0.667,0.0,0.333,0.667
59,-0.333,0.333,-0.333,0.333,-0.667,0.0,0.667
60,-0.6000000000000001,0.0,0.0,0.6000000000000001,-0.2,1.0,-0.8
61,1.0,0.2,0.0,-0.6000000000000001,-0.8,0.8,0.0
62,-0.8,0.0,0.8,-0.4,0.4,0.0,0.8
63,0.0,0.0,0.0,0.0,0.0,0.2,-0.8
64,0.2,0.0,0.0,0.0,0.0,0.0,0.8
65,0.8,0.0,-0.2,-0.4,-0.8,0.0,-0.2
66,-0.2,-0.6000000000000001,0.0,0.0,-0.6000000000000001,0.4,1.0
67,0.2,-0.4,0.0,0.2,0.0,0.0,0.6000000000000001
68,-1.0,0.2,0.2,0.0,-0.2,0.0,0.0
69,-0.6000000000000001,0.0,0.8,-0.2,-0.2,-0.2,0.0
70,0.667,-0.667,-0.333,0.0,-0.667,0.0,1.0
71,0.333,-0.667,-1.0,0.667,0.0,0.667,0.0
72,-0.333,0.667,0.333,0.0,0.333,-0.333,-0.667
73,-0.333,-0.333,0.0,0.0,0.667,-0.667,0.667
74,-0.333,0.333,0.0,0.0,0.0,0.0,0.0
75,1.0,0.667,0.0,-0.333,0.0,-0.667,-0.667
76,0.333,-0.667,-0.667,0.0,0.333,-0.333,1.0
77,-0.333,0.0,-0.333,-0.333,0.0,0.0,1.0
78,0.0,0.0,-1.0,0.667,-0.667,0.0,1.0
79,0.667,0.667,-1.0,-0.333,0.0,0.333,-0.333
80,0.333,-0.333,-0.667,0.667,0.333,-0.333,0.0
81,1.0,0.333,-1.0,0.0,-1.0,0.0,0.667
82,-1.0,0.0,-0.333,1.0,0.0,-0.333,0.667
83,0.333,-0.667,-1.0,1.0,0.333,0.0,0.0
84,-0.333,0.667,-1.0,0.667,0.667,-0.667,0.0
85,0.0,0.0,-0.667,1.0,0.0,0.667,-1.0
86,1.0,-1.0,-1.0,0.0,0.333,0.667,0.0
87,-0.333,-0.333,-0.333,0.0,0.0,0.333,0.667
88,0.667,-0.667,-1.0,0.0,0.0,1.0,0.0
89,-0.333,0.333,0.0,-0.333,0.0,-0.667,1.0
90,-0.333,0.0,0.0,0.667,1.0,-1.0,-0.333
91,0.333,0.0,-1.0,0.667,1.0,-0.333,-0.667
92,0.333,0.333,-1.0,0.0,0.333,0.0,0.0
93,0.333,0.667,-0.667,0.0,0.0,-0.333,0.0
94,0.0,-0.333,0.333,0.0,0.667,-0.333,-0.333
95,0.333,-0.667,0.0,-0.333,0.0,-0.333,1.0
96,0.0,-0.667,0.333,0.0,0.333,0.0,0.0
97,-0.333,-0.333,-0.667,0.667,1.0,0.0,-0.333
98,0.333,0.0,-1.0,1.0,-1.0,0.333,0.333
99,0.333,0.667,0.333,0.0,0.0,-0.333,-1.0
100,0.667,-0.333,0.0,-0.333,-0.333,0.0,0.333
101,0.667,1.0,-1.0,0.333,-0.667,0.0,-0.333
102,0.333,-0.333,-1.0,1.0,0.0,0.0,0.0
103,0.0,0.667,0.0,0.333,0.0,0.0,-1.0
104,1.0,0.0,0.0,-0.333,-0.333,0.667,-1.0
105,0.667,-0.333,0.0,-0.333,-0.333,0.333,0.0
106,1.0,-0.333,-1.0,0.0,1.0,0.0,-0.667
107,0.333,0.333,0.0,0.333,-0.667,0.0,-0.333
108,0.333,0.0,-0.667,0.333,0.0,0.333,-0.333
109,0.333,0.667,-0.333,0.333,-0.667,0.0,-0.333
110,-1.0,0.0,-0.667,1.0,-0.333,1.0,0.0
111,1.0,0.333,-0.667,-0.333,-0.667,0.333,0.0
112,1.0,0.0,-0.333,1.0,0.0,-1.0,-0.667
113,1.0,-0.667,0.0,0.667,0.0,-0.333,-0.667
114,0.667,-0.333,-0.333,-0.333,0.0,-0.667,1.0
115,-0.667,0.0,0.0,0.667,0.0,-0.333,0.333
116,1.0,0.333,-1.0,0.0,0.333,-1.0,0.333
117,1.0,0.667,-0.667,-0.333,-1.0,0.0,0.333
118,0.0,1.0,-0.667,0.0,0.333,-0.667,0.0
119,1.0,-0.667,-0.333,1.0,-0.333,-0.667,0.0
120,1.0,0.0,-1.0,0.333,0.0,0.0,-0.333
121,0.333,-0.667,-1.0,0.667,0.0,0.667,0.0
122,1.0,0.667,0.0,0.0,-0.667,-0.667,-0.333
123,1.0,-0.667,0.0,1.0,0.0,-0.333,-1.0
124,0.333,0.0,-1.0,0.667,-0.667,0.667,0.0
125,0.0,-1.0,0.0,1.0,-1.0,0.667,0.333
126,0.667,0.0,0.333,0.0,0.0,-1.0,0.0
127,1.0,0.667,-0.667,0.333,-1.0,0.0,-0.333
128,0.333,0.0,-1.0,0.0,1.0,0.0,-0.333
129,0.667,0.333,-1.0,0.0,0.0,0.333,-0.333
130,0.667,-0.667,-0.333,0.333,-0.333,0.333,0.0
131,1.0,-0.667,-0.667,0.0,1.0,-0.667,0.0
132,0.667,0.333,-0.667,0.333,0.0,-1.0,0.333
133,0.0,-0.667,-0.333,0.667,-0.667,1.0,0.0
134,0.667,0.667,-1.0,-0.667,0.0,0.333,0.0
135,1.0,0.0,-0.333,0.333,0.0,-0.333,-0.667
136,0.333,1.0,-1.0,0.0,0.667,0.0,-1.0
137,1.0,0.333,-1.0,0.0,0.333,-0.667,0.0
138,0.333,0.667,-0.333,0.0,0.0,-0.667,0.0
139,-1.0,0.667,-1.0,0.333,0.0,0.333,0.667
140,1.0,0.0,0.0,-1.0,-0.5,-0.5,1.0
141,-1.0,0.0,0.0,0.0,-0.5,1.0,0.5
142,0.0,0.0,0.5,-0.5,-0.5,0.0,0.5
143,0.0,-0.5,0.5,0.0,1.0,0.0,-1.0
144,1.0,0.0,0.5,-0.5,0.0,-0.5,-0.5
145,0.5,0.0,1.0,-1.0,-0.5,0.0,0.0
146,-0.5,1.0,0.0,-1.0,0.5,0.5,-0.5
147,-0.5,0.0,-0.5,1.0,0.0,1.0,-1.0
148,0.5,0.5,-0.5,0.5,-1.0,0.0,0.0
149,1.0,0.0,-1.0,1.0,-0.5,0.0,-0.5
150,-1.0,-0.5,0.0,0.0,0.5,0.0,1.0
151,1.0,0.0,-0.5,0.0,1.0,-1.0,-0.5
152,-0.5,0.5,-1.0,0.0,1.0,-0.5,0.5
153,1.0,-0.5,0.0,1.0,0.0,-0.5,-1.0
154,1.0,0.0,-1.0,0.0,-0.5,0.5,0.0
155,0.5,-0.5,0.0,-0.5,0.5,-1.0,1.0
156,-1.0,1.0,-1.0,0.5,0.5,0.0,0.0
157,0.5,-0.5,0.5,-0.5,0.0,1.0,-1.0
158,1.0,0.0,-1.0,1.0,-0.5,0.0,-0.5
159,-0.5,0.5,0.5,0.0,-1.0,0.0,0.5
160,-0.5,-1.0,1.0,1.0,-0.5,0.0,0.0
161,-1.0,0.0,0.0,1.0,0.0,1.0,-1.0
162,1.0,0.0,-1.0,0.0,0.0,-0.5,0.5
163,-0.5,-1.0,0.0,1.0,0.5,0.5,-0.5
164,1.0,-0.5,-1.0,0.5,0.5,-0.5,0.0
165,-1.0,0.0,0.5,-0.5,1.0,0.0,0.0
166,0.5,-1.0,-0.5,0.0,0.5,0.5,0.0
167,0.5,0.0,0.0,-0.5,-1.0,0.5,0.5
168,-0.5,0.0,-1.0,0.0,0.5,0.5,0.5
169,-1.0,0.5,0.0,-1.0,0.0,1.0,0.5
170,0.0,0.0,-1.0,0.5,1.0,-0.5,0.0
171,-1.0,0.0,0.5,0.5,0.0,1.0,-1.0
172,0.5,-1.0,0.0,1.0,0.5,0.0,-1.0
173,0.5,0.5,-1.0,1.0,0.0,0.0,-1.0
174,-1.0,0.0,0.0,-0.5,0.0,0.5,1.0
175,1.0,0.5,-1.0,0.0,0.0,-0.5,0.0
176,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0
177,0.0,0.0,-1.0,1.0,-1.0,0.0,1.0
178,1.0,0.5,-1.0,-1.0,0.5,0.0,0.0
179,0.5,0.0,-0.5,-1.0,0.5,-0.5,1.0
180,1.0,-1.0,0.5,0.0,0.0,-0.5,0.0
181,-1.0,-0.5,0.5,0.5,0.0,0.0,0.5
182,0.5,0.0,-1.0,1.0,0.5,0.0,-1.0
183,-0.5,0.0,0.0,-0.5,0.5,0.5,0.0
184,-0.5,0.0,-0.5,-0.5,1.0,0.0,0.5
185,-0.5,0.0,-1.0,0.5,1.0,0.0,0.0
186,-0.5,0.0,-0.5,1.0,1.0,-0.5,-0.5
187,-0.5,-1.0,-0.5,1.0,0.0,0.5,0.5
188,0.0,1.0,0.0,-0.5,-1.0,0.5,0.0
189,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0
190,2.0,0.0,1.0,-1.5,1.0,-2.0,-0.5
191,0.0,-0.5,0.0,0.0,-0.5,0.5,0.5
192,2.0,0.5,1.0,-1.5,-0.5,0.0,-1.5
193,-1.5,0.5,1.0,0.0,-1.0,0.0,1.0
194,2.0,0.0,-1.5,1.5,-0.5,-1.5,0.0
195,2.0,-1.5,1.0,-0.5,-0.5,0.0,-0.5
196,2.0,0.5,0.0,-0.5,1.0,-1.0,-2.0
197,1.5,0.0,-1.5,-1.5,0.0,-0.5,2.0
198,-0.5,-0.5,-1.5,1.0,1.0,0.5,0.0
199,0.0,0.0,-2.0,1.5,1.0,-0.5,0.0
200,0.5,-2.0,0.0,0.0,2.0,1.5,-2.0
201,0.5,0.0,1.0,0.0,1.5,-1.0,-2.0
202,0.0,-0.5,-1.5,0.0,-1.0,1.5,1.5
203,2.0,0.5,-2.0,0.5,0.0,1.0,-2.0
204,-1.0,1.0,-0.5,0.0,1.5,-0.5,-0.5
205,2.0,1.0,0.0,-0.5,-0.5,-0.5,-1.5
206,0.5,-0.5,0.5,0.5,-2.0,1.0,0.0
207,1.0,0.0,-1.0,-2.0,0.0,1.0,1.0
208,-1.5,0.0,-2.0,0.5,2.0,0.0,1.0
209,-1.5,0.0,0.0,0.0,0.0,0.0,1.5
210,0.0,-2.0,-0.5,1.0,1.5,0.0,0.0
211,0.5,0.0,1.5,1.0,-2.0,1.0,-2.0
212,0.0,0.5,-2.0,2.0,0.0,0.0,-0.5
213,0.0,0.0,0.0,0.5,0.5,-2.0,1.0
214,1.0,0.5,-1.5,1.5,-1.5,0.0,0.0
215,-2.0,-2.0,1.0,1.0,0.5,1.5,0.0
216,-1.0,0.5,-1.5,0.0,0.5,0.5,1.0
217,1.5,-0.5,0.0,-1.0,-1.0,-0.5,1.5
218,1.0,1.0,-2.0,0.0,2.0,0.0,-2.0
219,1.0,-1.0,0.0,0.0,1.5,-1.0,-0.5
220,-1.5,0.0,-0.5,0.0,1.0,0.0,1.0
221,-2.0,0.0,2.0,-1.5,1.0,-0.5,1.0
222,0.5,-1.5,0.0,-1.0,1.0,0.5,0.5
223,-0.5,0.0,-0.5,1.0,0.0,1.5,-1.5
224,-1.5,0.0,1.0,1.5,0.0,0.0,-1.0
225,1.5,0.0,-2.0,0.0,-0.5,1.0,0.0
226,1.0,-0.5,-2.0,0.0,1.5,-0.5,0.5
227,-0.5,0.0,2.0,-1.0,-0.5,-1.0,1.0
228,-1.0,-0.5,1.5,-2.0,1.0,1.0,0.0
229,-1.5,0.0,0.5,1.0,-2.0,1.5,0.5
